0	0	0	0	0	0.45482	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-0.10716	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1.5801	0
0	-0.8369	0	-0.020098	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-1.0207	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.0477	0	0	0	0	0	0	0	0	0
0	-1.2808	0	0	0	0	0.8418	0	0	0
0	0	0	0.34681	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.71778	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	-0.86773	0	0	0	0
0	-0.9379	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0.22162	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.2917	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.62813	0	0	0
0.78344	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1.109	0
0	0	0	0	0	0	0	0	0	0
0	0	0	-0.4747	0	0	0	0	0	-0.82213
0	0	0	0	0	0	0	0	1.1881	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.96419	0	0	0	0.38535	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	-0.71013	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	-0.68767	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	-0.7204	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0.29901	0	-0.62832	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.42433	0
